h12,h21,L_1,L_2,L,W_1,W_2,W,U
1.7999999999999998,0.3,0.43055083782209463,1.3950566866099827,1.8256075244320773,0.5634379793818841,1.2724786801336496,0.9179583297577669,1.4629252218975968
1.7999999999999998,0.6,0.5185714703510562,1.186345390118624,1.7049168604696814,0.5735927263188937,1.1354177755014265,0.85450525091016,1.1964445388259395
1.7999999999999998,0.8999999999999999,0.589747283185643,1.048216617827349,1.6379639010129916,0.5816032321132343,1.0583614424544703,0.8199823372838523,1.0475172864390163
1.7999999999999998,1.2,0.6490134973219206,0.9462881984428634,1.5953016957647852,0.5883392882246755,1.008029504001122,0.7981843961128987,0.9525675315170465
1.7999999999999998,1.5,0.6992068162569748,0.8664542380720078,1.5656610543289828,0.5940214868981228,0.9722264268329612,0.783123956865542,0.8870293083843039
1.7999999999999998,1.7999999999999998,0.7422564506132051,0.8015531778891086,1.543809628502314,0.5988320032543616,0.945295548911426,0.7720637760828938,0.8392482219923961
1.7999999999999998,2.1,0.7795685855090073,0.7474220455637752,1.5269906310727828,0.6029301283801413,0.9242168095841747,0.763573468982158,0.8029631639244221
1.7999999999999998,2.4,0.812203577544826,0.7014108054572024,1.5136143830020283,0.6064475475826662,0.907218502490983,0.7568330250368246,0.7745177434341375
1.7999999999999998,2.6999999999999997,0.8409780106594511,0.6617215511339685,1.5026995617934193,0.6094900268993888,0.8931878150512085,0.7513389209752986,0.7516424664290157
1.7999999999999998,3.0,0.8665308575730748,0.6270764558747051,1.4936073134477807,0.6121416759850808,0.881388353933841,0.7467650149594609,0.7328598980277077
2.1,0.0,0.3066383726343882,1.8074990730223561,2.114137445656746,0.5464429057201737,1.608497687938209,1.0774702968291914,2.0719457620041033
2.1,0.3,0.41902203960713563,1.4176401779600156,1.8366622175671514,0.5719970678903727,1.276210445329165,0.9241037566097688,1.487479272143231
2.1,0.6,0.5026613572175831,1.2124173298611987,1.7150786870787813,0.5803580450963677,1.1396587768939408,0.8600084109951542,1.222828821437072
2.1,0.8999999999999999,0.5706323730025665,1.0762916936472915,1.6469240666498575,0.5869981144476115,1.0625089882562313,0.8247535513519214,1.0729650253443885
