bound,W_1,W_2,W,Var_W,L_1,L_2,L,h12,h21,heatmap_bound,arrival_rate1,arrival_rate2,service_rate1,service_rate2,num_servers,CV_W
16,1.8387663521629762,2.199094427363565,1.9588757105631722,6.009321869830837,1.395358809257691,0.5640944231989257,1.9594532324566152,0.8,1.8,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.251427954194697
16,1.8471766519637016,2.1862419967282736,1.960198433551892,5.939842175696203,1.4314403092615784,0.5294325737374693,1.9608728829990492,0.8,2.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2433328694745562
16,1.854233753780014,2.175160718695166,1.9612094087517313,5.880594609317335,1.4629240631707945,0.4990481011976363,1.96197216436843,0.8,2.2,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2364787375842872
16,1.8602366032384836,2.165505231113057,1.9619928125300081,5.829504756118278,1.4906292943501755,0.4722063974506404,1.9628356918008139,0.8,2.4000000000000004,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2306042720457786
16,1.8654028204457804,2.1570148461968772,1.9626068290294794,5.785013939006743,1.5151934005950332,0.4483288269261749,1.9635222275212094,0.8,2.6,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2255157560146492
16,1.8698944117247094,2.149489038919251,1.9630926207895565,5.745930995798388,1.5371191726438507,0.42695442342646067,1.964073596070312,0.8,2.8000000000000003,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2210667698964233
16,1.8738343624127187,2.1427709953339216,1.9634799067197863,5.711331603936201,1.5568082195718917,0.4077119803393137,1.9645201999112052,0.8,3.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.2171447408756007
16,1.3846270447282376,2.565109550244596,1.7781212132336903,5.908844288416589,0.48167882284791314,1.292096008232332,1.7737748310802475,1.0,0.0,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.3670673452432716
16,1.5587142907540674,2.4764067113914443,1.8646117642998596,7.35033021652546,0.6505551451831334,1.2082870083520585,1.8588421535351916,1.0,0.2,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.4540020044222766
16,1.6525374841672842,2.4034586943633687,1.9028445542326455,7.30507352565715,0.8008773963161001,1.0988922415443747,1.8997696378604738,1.0,0.4,16,0.6666666666666666,0.3333333333333333,1.5,1.6666666667,1,1.4203945068332513
